dateRep;year;month;day;cases;deaths;countriesAndTerritories;geoId;popData2020;countryterritoryCode;continentExp
25/09/2021;2021;09;25;642;0;Estonia;EE;1328976;EST;Europe
24/09/2021;2021;09;24;548;8;Estonia;EE;1328976;EST;Europe
23/09/2021;2021;09;23;589;0;Estonia;EE;1328976;EST;Europe
22/09/2021;2021;09;22;687;2;Estonia;EE;1328976;EST;Europe
21/09/2021;2021;09;21;463;5;Estonia;EE;1328976;EST;Europe
20/09/2021;2021;09;20;366;2;Estonia;EE;1328976;EST;Europe
19/09/2021;2021;09;19;462;1;Estonia;EE;1328976;EST;Europe
18/09/2021;2021;09;18;391;3;Estonia;EE;1328976;EST;Europe
17/09/2021;2021;09;17;532;2;Estonia;EE;1328976;EST;Europe
16/09/2021;2021;09;16;510;5;Estonia;EE;1328976;EST;Europe
15/09/2021;2021;09;15;524;2;Estonia;EE;1328976;EST;Europe
14/09/2021;2021;09;14;473;0;Estonia;EE;1328976;EST;Europe
13/09/2021;2021;09;13;177;1;Estonia;EE;1328976;EST;Europe
12/09/2021;2021;09;12;329;2;Estonia;EE;1328976;EST;Europe
11/09/2021;2021;09;11;493;1;Estonia;EE;1328976;EST;Europe
10/09/2021;2021;09;10;540;2;Estonia;EE;1328976;EST;Europe
09/09/2021;2021;09;09;467;2;Estonia;EE;1328976;EST;Europe
08/09/2021;2021;09;08;488;3;Estonia;EE;1328976;EST;Europe
07/09/2021;2021;09;07;389;0;Estonia;EE;1328976;EST;Europe
06/09/2021;2021;09;06;213;1;Estonia;EE;1328976;EST;Europe
05/09/2021;2021;09;05;255;4;Estonia;EE;1328976;EST;Europe
04/09/2021;2021;09;04;352;2;Estonia;EE;1328976;EST;Europe
03/09/2021;2021;09;03;344;0;Estonia;EE;1328976;EST;Europe
02/09/2021;2021;09;02;474;2;Estonia;EE;1328976;EST;Europe
01/09/2021;2021;09;01;407;2;Estonia;EE;1328976;EST;Europe
31/08/2021;2021;08;31;357;0;Estonia;EE;1328976;EST;Europe
30/08/2021;2021;08;30;255;4;Estonia;EE;1328976;EST;Europe
29/08/2021;2021;08;29;330;0;Estonia;EE;1328976;EST;Europe
28/08/2021;2021;08;28;322;0;Estonia;EE;1328976;EST;Europe
27/08/2021;2021;08;27;351;1;Estonia;EE;1328976;EST;Europe
26/08/2021;2021;08;26;404;1;Estonia;EE;1328976;EST;Europe
25/08/2021;2021;08;25;397;0;Estonia;EE;1328976;EST;Europe
24/08/2021;2021;08;24;414;0;Estonia;EE;1328976;EST;Europe
23/08/2021;2021;08;23;319;4;Estonia;EE;1328976;EST;Europe
22/08/2021;2021;08;22;101;0;Estonia;EE;1328976;EST;Europe
21/08/2021;2021;08;21;218;0;Estonia;EE;1328976;EST;Europe
20/08/2021;2021;08;20;331;0;Estonia;EE;1328976;EST;Europe
19/08/2021;2021;08;19;357;0;Estonia;EE;1328976;EST;Europe
18/08/2021;2021;08;18;286;0;Estonia;EE;1328976;EST;Europe
17/08/2021;2021;08;17;359;2;Estonia;EE;1328976;EST;Europe
16/08/2021;2021;08;16;163;0;Estonia;EE;1328976;EST;Europe
15/08/2021;2021;08;15;202;0;Estonia;EE;1328976;EST;Europe
14/08/2021;2021;08;14;290;0;Estonia;EE;1328976;EST;Europe
13/08/2021;2021;08;13;272;0;Estonia;EE;1328976;EST;Europe
12/08/2021;2021;08;12;372;0;Estonia;EE;1328976;EST;Europe
11/08/2021;2021;08;11;344;2;Estonia;EE;1328976;EST;Europe
10/08/2021;2021;08;10;289;0;Estonia;EE;1328976;EST;Europe
09/08/2021;2021;08;09;147;0;Estonia;EE;1328976;EST;Europe
08/08/2021;2021;08;08;126;0;Estonia;EE;1328976;EST;Europe
07/08/2021;2021;08;07;230;1;Estonia;EE;1328976;EST;Europe
06/08/2021;2021;08;06;241;0;Estonia;EE;1328976;EST;Europe
05/08/2021;2021;08;05;258;3;Estonia;EE;1328976;EST;Europe
04/08/2021;2021;08;04;243;1;Estonia;EE;1328976;EST;Europe
03/08/2021;2021;08;03;207;0;Estonia;EE;1328976;EST;Europe
02/08/2021;2021;08;02;86;0;Estonia;EE;1328976;EST;Europe
01/08/2021;2021;08;01;128;0;Estonia;EE;1328976;EST;Europe
31/07/2021;2021;07;31;249;0;Estonia;EE;1328976;EST;Europe
30/07/2021;2021;07;30;197;1;Estonia;EE;1328976;EST;Europe
29/07/2021;2021;07;29;220;0;Estonia;EE;1328976;EST;Europe
28/07/2021;2021;07;28;174;0;Estonia;EE;1328976;EST;Europe
27/07/2021;2021;07;27;193;0;Estonia;EE;1328976;EST;Europe
26/07/2021;2021;07;26;66;0;Estonia;EE;1328976;EST;Europe
25/07/2021;2021;07;25;90;0;Estonia;EE;1328976;EST;Europe
24/07/2021;2021;07;24;6;0;Estonia;EE;1328976;EST;Europe
23/07/2021;2021;07;23;183;0;Estonia;EE;1328976;EST;Europe
22/07/2021;2021;07;22;120;0;Estonia;EE;1328976;EST;Europe
21/07/2021;2021;07;21;96;0;Estonia;EE;1328976;EST;Europe
20/07/2021;2021;07;20;81;0;Estonia;EE;1328976;EST;Europe
19/07/2021;2021;07;19;34;0;Estonia;EE;1328976;EST;Europe
18/07/2021;2021;07;18;41;0;Estonia;EE;1328976;EST;Europe
17/07/2021;2021;07;17;64;0;Estonia;EE;1328976;EST;Europe
16/07/2021;2021;07;16;62;0;Estonia;EE;1328976;EST;Europe
15/07/2021;2021;07;15;63;1;Estonia;EE;1328976;EST;Europe
14/07/2021;2021;07;14;56;0;Estonia;EE;1328976;EST;Europe
13/07/2021;2021;07;13;54;0;Estonia;EE;1328976;EST;Europe
12/07/2021;2021;07;12;21;0;Estonia;EE;1328976;EST;Europe
11/07/2021;2021;07;11;27;0;Estonia;EE;1328976;EST;Europe
10/07/2021;2021;07;10;64;0;Estonia;EE;1328976;EST;Europe
09/07/2021;2021;07;09;39;0;Estonia;EE;1328976;EST;Europe
08/07/2021;2021;07;08;58;0;Estonia;EE;1328976;EST;Europe
07/07/2021;2021;07;07;42;0;Estonia;EE;1328976;EST;Europe
06/07/2021;2021;07;06;50;0;Estonia;EE;1328976;EST;Europe
05/07/2021;2021;07;05;19;1;Estonia;EE;1328976;EST;Europe
04/07/2021;2021;07;04;27;0;Estonia;EE;1328976;EST;Europe
03/07/2021;2021;07;03;38;0;Estonia;EE;1328976;EST;Europe
02/07/2021;2021;07;02;38;0;Estonia;EE;1328976;EST;Europe
01/07/2021;2021;07;01;21;0;Estonia;EE;1328976;EST;Europe
30/06/2021;2021;06;30;36;0;Estonia;EE;1328976;EST;Europe
29/06/2021;2021;06;29;45;0;Estonia;EE;1328976;EST;Europe
28/06/2021;2021;06;28;15;0;Estonia;EE;1328976;EST;Europe
27/06/2021;2021;06;27;27;0;Estonia;EE;1328976;EST;Europe
26/06/2021;2021;06;26;33;0;Estonia;EE;1328976;EST;Europe
25/06/2021;2021;06;25;10;0;Estonia;EE;1328976;EST;Europe
24/06/2021;2021;06;24;18;0;Estonia;EE;1328976;EST;Europe
23/06/2021;2021;06;23;25;0;Estonia;EE;1328976;EST;Europe
22/06/2021;2021;06;22;37;1;Estonia;EE;1328976;EST;Europe
21/06/2021;2021;06;21;12;0;Estonia;EE;1328976;EST;Europe
20/06/2021;2021;06;20;25;1;Estonia;EE;1328976;EST;Europe
19/06/2021;2021;06;19;30;0;Estonia;EE;1328976;EST;Europe
18/06/2021;2021;06;18;56;0;Estonia;EE;1328976;EST;Europe
17/06/2021;2021;06;17;37;1;Estonia;EE;1328976;EST;Europe
16/06/2021;2021;06;16;59;0;Estonia;EE;1328976;EST;Europe
15/06/2021;2021;06;15;61;0;Estonia;EE;1328976;EST;Europe
14/06/2021;2021;06;14;28;0;Estonia;EE;1328976;EST;Europe
13/06/2021;2021;06;13;37;0;Estonia;EE;1328976;EST;Europe
12/06/2021;2021;06;12;55;0;Estonia;EE;1328976;EST;Europe
11/06/2021;2021;06;11;54;0;Estonia;EE;1328976;EST;Europe
10/06/2021;2021;06;10;54;2;Estonia;EE;1328976;EST;Europe
09/06/2021;2021;06;09;68;0;Estonia;EE;1328976;EST;Europe
08/06/2021;2021;06;08;86;0;Estonia;EE;1328976;EST;Europe
07/06/2021;2021;06;07;37;1;Estonia;EE;1328976;EST;Europe
06/06/2021;2021;06;06;51;1;Estonia;EE;1328976;EST;Europe
05/06/2021;2021;06;05;63;2;Estonia;EE;1328976;EST;Europe
04/06/2021;2021;06;04;96;0;Estonia;EE;1328976;EST;Europe
03/06/2021;2021;06;03;105;1;Estonia;EE;1328976;EST;Europe
02/06/2021;2021;06;02;129;1;Estonia;EE;1328976;EST;Europe
01/06/2021;2021;06;01;131;6;Estonia;EE;1328976;EST;Europe
31/05/2021;2021;05;31;58;1;Estonia;EE;1328976;EST;Europe
30/05/2021;2021;05;30;62;1;Estonia;EE;1328976;EST;Europe
29/05/2021;2021;05;29;127;3;Estonia;EE;1328976;EST;Europe
28/05/2021;2021;05;28;139;3;Estonia;EE;1328976;EST;Europe
27/05/2021;2021;05;27;144;2;Estonia;EE;1328976;EST;Europe
26/05/2021;2021;05;26;185;1;Estonia;EE;1328976;EST;Europe
25/05/2021;2021;05;25;160;0;Estonia;EE;1328976;EST;Europe
24/05/2021;2021;05;24;77;1;Estonia;EE;1328976;EST;Europe
23/05/2021;2021;05;23;103;0;Estonia;EE;1328976;EST;Europe
22/05/2021;2021;05;22;180;5;Estonia;EE;1328976;EST;Europe
21/05/2021;2021;05;21;225;3;Estonia;EE;1328976;EST;Europe
20/05/2021;2021;05;20;327;0;Estonia;EE;1328976;EST;Europe
19/05/2021;2021;05;19;257;3;Estonia;EE;1328976;EST;Europe
18/05/2021;2021;05;18;294;7;Estonia;EE;1328976;EST;Europe
17/05/2021;2021;05;17;153;0;Estonia;EE;1328976;EST;Europe
16/05/2021;2021;05;16;131;2;Estonia;EE;1328976;EST;Europe
15/05/2021;2021;05;15;280;3;Estonia;EE;1328976;EST;Europe
14/05/2021;2021;05;14;278;5;Estonia;EE;1328976;EST;Europe
13/05/2021;2021;05;13;300;2;Estonia;EE;1328976;EST;Europe
12/05/2021;2021;05;12;368;4;Estonia;EE;1328976;EST;Europe
11/05/2021;2021;05;11;359;2;Estonia;EE;1328976;EST;Europe
10/05/2021;2021;05;10;211;3;Estonia;EE;1328976;EST;Europe
09/05/2021;2021;05;09;225;6;Estonia;EE;1328976;EST;Europe
08/05/2021;2021;05;08;372;2;Estonia;EE;1328976;EST;Europe
07/05/2021;2021;05;07;382;6;Estonia;EE;1328976;EST;Europe
06/05/2021;2021;05;06;366;4;Estonia;EE;1328976;EST;Europe
05/05/2021;2021;05;05;437;6;Estonia;EE;1328976;EST;Europe
04/05/2021;2021;05;04;401;5;Estonia;EE;1328976;EST;Europe
03/05/2021;2021;05;03;258;4;Estonia;EE;1328976;EST;Europe
02/05/2021;2021;05;02;235;2;Estonia;EE;1328976;EST;Europe
01/05/2021;2021;05;01;431;8;Estonia;EE;1328976;EST;Europe
30/04/2021;2021;04;30;362;10;Estonia;EE;1328976;EST;Europe
29/04/2021;2021;04;29;425;0;Estonia;EE;1328976;EST;Europe
28/04/2021;2021;04;28;396;0;Estonia;EE;1328976;EST;Europe
27/04/2021;2021;04;27;458;5;Estonia;EE;1328976;EST;Europe
26/04/2021;2021;04;26;163;0;Estonia;EE;1328976;EST;Europe
25/04/2021;2021;04;25;215;6;Estonia;EE;1328976;EST;Europe
24/04/2021;2021;04;24;390;11;Estonia;EE;1328976;EST;Europe
23/04/2021;2021;04;23;392;6;Estonia;EE;1328976;EST;Europe
22/04/2021;2021;04;22;429;11;Estonia;EE;1328976;EST;Europe
21/04/2021;2021;04;21;472;5;Estonia;EE;1328976;EST;Europe
20/04/2021;2021;04;20;535;4;Estonia;EE;1328976;EST;Europe
19/04/2021;2021;04;19;228;8;Estonia;EE;1328976;EST;Europe
18/04/2021;2021;04;18;543;10;Estonia;EE;1328976;EST;Europe
17/04/2021;2021;04;17;333;18;Estonia;EE;1328976;EST;Europe
16/04/2021;2021;04;16;478;7;Estonia;EE;1328976;EST;Europe
15/04/2021;2021;04;15;571;8;Estonia;EE;1328976;EST;Europe
14/04/2021;2021;04;14;549;12;Estonia;EE;1328976;EST;Europe
13/04/2021;2021;04;13;637;0;Estonia;EE;1328976;EST;Europe
12/04/2021;2021;04;12;269;17;Estonia;EE;1328976;EST;Europe
11/04/2021;2021;04;11;438;0;Estonia;EE;1328976;EST;Europe
10/04/2021;2021;04;10;638;14;Estonia;EE;1328976;EST;Europe
09/04/2021;2021;04;09;677;16;Estonia;EE;1328976;EST;Europe
08/04/2021;2021;04;08;757;14;Estonia;EE;1328976;EST;Europe
07/04/2021;2021;04;07;984;12;Estonia;EE;1328976;EST;Europe
06/04/2021;2021;04;06;899;14;Estonia;EE;1328976;EST;Europe
05/04/2021;2021;04;05;382;9;Estonia;EE;1328976;EST;Europe
04/04/2021;2021;04;04;462;10;Estonia;EE;1328976;EST;Europe
03/04/2021;2021;04;03;519;9;Estonia;EE;1328976;EST;Europe
02/04/2021;2021;04;02;1165;14;Estonia;EE;1328976;EST;Europe
01/04/2021;2021;04;01;829;6;Estonia;EE;1328976;EST;Europe
31/03/2021;2021;03;31;1008;6;Estonia;EE;1328976;EST;Europe
30/03/2021;2021;03;30;1202;17;Estonia;EE;1328976;EST;Europe
29/03/2021;2021;03;29;584;19;Estonia;EE;1328976;EST;Europe
28/03/2021;2021;03;28;892;0;Estonia;EE;1328976;EST;Europe
27/03/2021;2021;03;27;1151;13;Estonia;EE;1328976;EST;Europe
26/03/2021;2021;03;26;1150;11;Estonia;EE;1328976;EST;Europe
25/03/2021;2021;03;25;1429;13;Estonia;EE;1328976;EST;Europe
24/03/2021;2021;03;24;1552;14;Estonia;EE;1328976;EST;Europe
23/03/2021;2021;03;23;1062;12;Estonia;EE;1328976;EST;Europe
22/03/2021;2021;03;22;993;10;Estonia;EE;1328976;EST;Europe
21/03/2021;2021;03;21;1373;7;Estonia;EE;1328976;EST;Europe
20/03/2021;2021;03;20;1248;11;Estonia;EE;1328976;EST;Europe
19/03/2021;2021;03;19;1749;11;Estonia;EE;1328976;EST;Europe
18/03/2021;2021;03;18;1700;13;Estonia;EE;1328976;EST;Europe
17/03/2021;2021;03;17;1783;6;Estonia;EE;1328976;EST;Europe
16/03/2021;2021;03;16;1462;11;Estonia;EE;1328976;EST;Europe
15/03/2021;2021;03;15;1279;9;Estonia;EE;1328976;EST;Europe
14/03/2021;2021;03;14;935;9;Estonia;EE;1328976;EST;Europe
13/03/2021;2021;03;13;1586;24;Estonia;EE;1328976;EST;Europe
12/03/2021;2021;03;12;1357;0;Estonia;EE;1328976;EST;Europe
11/03/2021;2021;03;11;1956;9;Estonia;EE;1328976;EST;Europe
10/03/2021;2021;03;10;1482;8;Estonia;EE;1328976;EST;Europe
09/03/2021;2021;03;09;1308;2;Estonia;EE;1328976;EST;Europe
08/03/2021;2021;03;08;1180;14;Estonia;EE;1328976;EST;Europe
07/03/2021;2021;03;07;1319;9;Estonia;EE;1328976;EST;Europe
06/03/2021;2021;03;06;1540;7;Estonia;EE;1328976;EST;Europe
05/03/2021;2021;03;05;1534;14;Estonia;EE;1328976;EST;Europe
04/03/2021;2021;03;04;1417;8;Estonia;EE;1328976;EST;Europe
03/03/2021;2021;03;03;1454;17;Estonia;EE;1328976;EST;Europe
02/03/2021;2021;03;02;1111;0;Estonia;EE;1328976;EST;Europe
01/03/2021;2021;03;01;66628;598;Estonia;EE;1328976;EST;Europe
04/01/2022;2022;01;04;17047;28;Finland;FI;5525292;FIN;Europe
03/01/2022;2022;01;03;39000;69;Finland;FI;5525292;FIN;Europe
22/12/2021;2021;12;22;2042;2;Finland;FI;5525292;FIN;Europe
21/12/2021;2021;12;21;5932;39;Finland;FI;5525292;FIN;Europe
20/12/2021;2021;12;20;0;0;Finland;FI;5525292;FIN;Europe
19/12/2021;2021;12;19;0;0;Finland;FI;5525292;FIN;Europe
18/12/2021;2021;12;18;2079;4;Finland;FI;5525292;FIN;Europe
17/12/2021;2021;12;17;1981;4;Finland;FI;5525292;FIN;Europe
16/12/2021;2021;12;16;2225;2;Finland;FI;5525292;FIN;Europe
15/12/2021;2021;12;15;1676;2;Finland;FI;5525292;FIN;Europe
14/12/2021;2021;12;14;4306;21;Finland;FI;5525292;FIN;Europe
13/12/2021;2021;12;13;0;0;Finland;FI;5525292;FIN;Europe
12/12/2021;2021;12;12;0;0;Finland;FI;5525292;FIN;Europe
11/12/2021;2021;12;11;1794;15;Finland;FI;5525292;FIN;Europe
10/12/2021;2021;12;10;1781;11;Finland;FI;5525292;FIN;Europe
09/12/2021;2021;12;09;1296;11;Finland;FI;5525292;FIN;Europe
08/12/2021;2021;12;08;1542;1;Finland;FI;5525292;FIN;Europe
07/12/2021;2021;12;07;3412;23;Finland;FI;5525292;FIN;Europe
06/12/2021;2021;12;06;0;0;Finland;FI;5525292;FIN;Europe
05/12/2021;2021;12;05;0;0;Finland;FI;5525292;FIN;Europe
04/12/2021;2021;12;04;1496;4;Finland;FI;5525292;FIN;Europe
03/12/2021;2021;12;03;1622;8;Finland;FI;5525292;FIN;Europe
02/12/2021;2021;12;02;1570;13;Finland;FI;5525292;FIN;Europe
01/12/2021;2021;12;01;916;0;Finland;FI;5525292;FIN;Europe
30/11/2021;2021;11;30;3338;26;Finland;FI;5525292;FIN;Europe
29/11/2021;2021;11;29;0;0;Finland;FI;5525292;FIN;Europe
28/11/2021;2021;11;28;0;0;Finland;FI;5525292;FIN;Europe
27/11/2021;2021;11;27;1406;7;Finland;FI;5525292;FIN;Europe
26/11/2021;2021;11;26;1344;0;Finland;FI;5525292;FIN;Europe
25/11/2021;2021;11;25;1007;39;Finland;FI;5525292;FIN;Europe
24/11/2021;2021;11;24;1088;5;Finland;FI;5525292;FIN;Europe
23/11/2021;2021;11;23;2616;9;Finland;FI;5525292;FIN;Europe
22/11/2021;2021;11;22;0;0;Finland;FI;5525292;FIN;Europe
21/11/2021;2021;11;21;0;0;Finland;FI;5525292;FIN;Europe
20/11/2021;2021;11;20;1191;3;Finland;FI;5525292;FIN;Europe
19/11/2021;2021;11;19;1259;10;Finland;FI;5525292;FIN;Europe
18/11/2021;2021;11;18;1151;3;Finland;FI;5525292;FIN;Europe
17/11/2021;2021;11;17;937;3;Finland;FI;5525292;FIN;Europe
16/11/2021;2021;11;16;3166;14;Finland;FI;5525292;FIN;Europe
15/11/2021;2021;11;15;0;0;Finland;FI;5525292;FIN;Europe
14/11/2021;2021;11;14;0;0;Finland;FI;5525292;FIN;Europe
13/11/2021;2021;11;13;0;0;Finland;FI;5525292;FIN;Europe
12/11/2021;2021;11;12;863;4;Finland;FI;5525292;FIN;Europe
11/11/2021;2021;11;11;954;3;Finland;FI;5525292;FIN;Europe
10/11/2021;2021;11;10;810;9;Finland;FI;5525292;FIN;Europe
09/11/2021;2021;11;09;2016;12;Finland;FI;5525292;FIN;Europe
08/11/2021;2021;11;08;0;0;Finland;FI;5525292;FIN;Europe
07/11/2021;2021;11;07;0;0;Finland;FI;5525292;FIN;Europe
06/11/2021;2021;11;06;788;4;Finland;FI;5525292;FIN;Europe
05/11/2021;2021;11;05;740;8;Finland;FI;5525292;FIN;Europe
04/11/2021;2021;11;04;1150;3;Finland;FI;5525292;FIN;Europe
03/11/2021;2021;11;03;807;3;Finland;FI;5525292;FIN;Europe
02/11/2021;2021;11;02;1460;12;Finland;FI;5525292;FIN;Europe
01/11/2021;2021;11;01;0;0;Finland;FI;5525292;FIN;Europe
31/10/2021;2021;10;31;0;0;Finland;FI;5525292;FIN;Europe
30/10/2021;2021;10;30;572;4;Finland;FI;5525292;FIN;Europe
29/10/2021;2021;10;29;673;4;Finland;FI;5525292;FIN;Europe
28/10/2021;2021;10;28;739;1;Finland;FI;5525292;FIN;Europe
27/10/2021;2021;10;27;659;0;Finland;FI;5525292;FIN;Europe
26/10/2021;2021;10;26;1732;10;Finland;FI;5525292;FIN;Europe
25/10/2021;2021;10;25;0;0;Finland;FI;5525292;FIN;Europe
24/10/2021;2021;10;24;0;0;Finland;FI;5525292;FIN;Europe
23/10/2021;2021;10;23;449;4;Finland;FI;5525292;FIN;Europe
22/10/2021;2021;10;22;608;2;Finland;FI;5525292;FIN;Europe
21/10/2021;2021;10;21;312;5;Finland;FI;5525292;FIN;Europe
20/10/2021;2021;10;20;580;8;Finland;FI;5525292;FIN;Europe
19/10/2021;2021;10;19;1310;4;Finland;FI;5525292;FIN;Europe
18/10/2021;2021;10;18;0;0;Finland;FI;5525292;FIN;Europe
17/10/2021;2021;10;17;0;0;Finland;FI;5525292;FIN;Europe
16/10/2021;2021;10;16;723;4;Finland;FI;5525292;FIN;Europe
15/10/2021;2021;10;15;502;1;Finland;FI;5525292;FIN;Europe
14/10/2021;2021;10;14;753;2;Finland;FI;5525292;FIN;Europe
13/10/2021;2021;10;13;622;9;Finland;FI;5525292;FIN;Europe
12/10/2021;2021;10;12;1618;4;Finland;FI;5525292;FIN;Europe
11/10/2021;2021;10;11;0;0;Finland;FI;5525292;FIN;Europe
10/10/2021;2021;10;10;0;0;Finland;FI;5525292;FIN;Europe
09/10/2021;2021;10;09;325;4;Finland;FI;5525292;FIN;Europe
08/10/2021;2021;10;08;689;3;Finland;FI;5525292;FIN;Europe
07/10/2021;2021;10;07;666;5;Finland;FI;5525292;FIN;Europe
06/10/2021;2021;10;06;583;0;Finland;FI;5525292;FIN;Europe
05/10/2021;2021;10;05;1302;6;Finland;FI;5525292;FIN;Europe
04/10/2021;2021;10;04;0;0;Finland;FI;5525292;FIN;Europe
03/10/2021;2021;10;03;0;0;Finland;FI;5525292;FIN;Europe
02/10/2021;2021;10;02;562;0;Finland;FI;5525292;FIN;Europe
01/10/2021;2021;10;01;663;6;Finland;FI;5525292;FIN;Europe
30/09/2021;2021;09;30;802;0;Finland;FI;5525292;FIN;Europe
29/09/2021;2021;09;29;409;3;Finland;FI;5525292;FIN;Europe
28/09/2021;2021;09;28;273;0;Finland;FI;5525292;FIN;Europe
27/09/2021;2021;09;27;827;3;Finland;FI;5525292;FIN;Europe
26/09/2021;2021;09;26;0;1;Finland;FI;5525292;FIN;Europe
25/09/2021;2021;09;25;510;3;Finland;FI;5525292;FIN;Europe
24/09/2021;2021;09;24;474;0;Finland;FI;5525292;FIN;Europe
23/09/2021;2021;09;23;477;3;Finland;FI;5525292;FIN;Europe
22/09/2021;2021;09;22;860;2;Finland;FI;5525292;FIN;Europe
21/09/2021;2021;09;21;0;0;Finland;FI;5525292;FIN;Europe
20/09/2021;2021;09;20;51;5;Finland;FI;5525292;FIN;Europe
19/09/2021;2021;09;19;391;0;Finland;FI;5525292;FIN;Europe
18/09/2021;2021;09;18;501;0;Finland;FI;5525292;FIN;Europe
17/09/2021;2021;09;17;487;1;Finland;FI;5525292;FIN;Europe
16/09/2021;2021;09;16;522;0;Finland;FI;5525292;FIN;Europe
15/09/2021;2021;09;15;454;4;Finland;FI;5525292;FIN;Europe
14/09/2021;2021;09;14;213;0;Finland;FI;5525292;FIN;Europe
13/09/2021;2021;09;13;976;4;Finland;FI;5525292;FIN;Europe
12/09/2021;2021;09;12;0;0;Finland;FI;5525292;FIN;Europe
11/09/2021;2021;09;11;490;1;Finland;FI;5525292;FIN;Europe
10/09/2021;2021;09;10;486;3;Finland;FI;5525292;FIN;Europe
09/09/2021;2021;09;09;632;1;Finland;FI;5525292;FIN;Europe
08/09/2021;2021;09;08;544;0;Finland;FI;5525292;FIN;Europe
07/09/2021;2021;09;07;408;0;Finland;FI;5525292;FIN;Europe
06/09/2021;2021;09;06;910;0;Finland;FI;5525292;FIN;Europe
05/09/2021;2021;09;05;87;7;Finland;FI;5525292;FIN;Europe
04/09/2021;2021;09;04;561;0;Finland;FI;5525292;FIN;Europe
03/09/2021;2021;09;03;683;1;Finland;FI;5525292;FIN;Europe
02/09/2021;2021;09;02;679;1;Finland;FI;5525292;FIN;Europe
01/09/2021;2021;09;01;617;5;Finland;FI;5525292;FIN;Europe
31/08/2021;2021;08;31;472;0;Finland;FI;5525292;FIN;Europe
30/08/2021;2021;08;30;619;2;Finland;FI;5525292;FIN;Europe
29/08/2021;2021;08;29;619;3;Finland;FI;5525292;FIN;Europe
28/08/2021;2021;08;28;570;1;Finland;FI;5525292;FIN;Europe
27/08/2021;2021;08;27;650;0;Finland;FI;5525292;FIN;Europe
26/08/2021;2021;08;26;574;4;Finland;FI;5525292;FIN;Europe
25/08/2021;2021;08;25;644;0;Finland;FI;5525292;FIN;Europe
24/08/2021;2021;08;24;371;0;Finland;FI;5525292;FIN;Europe
23/08/2021;2021;08;23;503;1;Finland;FI;5525292;FIN;Europe
22/08/2021;2021;08;22;673;1;Finland;FI;5525292;FIN;Europe
21/08/2021;2021;08;21;684;2;Finland;FI;5525292;FIN;Europe
20/08/2021;2021;08;20;866;2;Finland;FI;5525292;FIN;Europe
19/08/2021;2021;08;19;673;2;Finland;FI;5525292;FIN;Europe
18/08/2021;2021;08;18;665;3;Finland;FI;5525292;FIN;Europe
17/08/2021;2021;08;17;451;0;Finland;FI;5525292;FIN;Europe
16/08/2021;2021;08;16;535;1;Finland;FI;5525292;FIN;Europe
15/08/2021;2021;08;15;765;4;Finland;FI;5525292;FIN;Europe
14/08/2021;2021;08;14;926;1;Finland;FI;5525292;FIN;Europe
13/08/2021;2021;08;13;1024;2;Finland;FI;5525292;FIN;Europe
12/08/2021;2021;08;12;844;2;Finland;FI;5525292;FIN;Europe
11/08/2021;2021;08;11;781;2;Finland;FI;5525292;FIN;Europe
10/08/2021;2021;08;10;449;0;Finland;FI;5525292;FIN;Europe
09/08/2021;2021;08;09;1322;5;Finland;FI;5525292;FIN;Europe
08/08/2021;2021;08;08;165;0;Finland;FI;5525292;FIN;Europe
07/08/2021;2021;08;07;738;1;Finland;FI;5525292;FIN;Europe
06/08/2021;2021;08;06;752;1;Finland;FI;5525292;FIN;Europe
05/08/2021;2021;08;05;872;0;Finland;FI;5525292;FIN;Europe
04/08/2021;2021;08;04;692;0;Finland;FI;5525292;FIN;Europe
03/08/2021;2021;08;03;345;0;Finland;FI;5525292;FIN;Europe
02/08/2021;2021;08;02;519;0;Finland;FI;5525292;FIN;Europe
01/08/2021;2021;08;01;794;0;Finland;FI;5525292;FIN;Europe
31/07/2021;2021;07;31;748;2;Finland;FI;5525292;FIN;Europe
30/07/2021;2021;07;30;765;0;Finland;FI;5525292;FIN;Europe
29/07/2021;2021;07;29;644;0;Finland;FI;5525292;FIN;Europe
28/07/2021;2021;07;28;612;1;Finland;FI;5525292;FIN;Europe
27/07/2021;2021;07;27;267;1;Finland;FI;5525292;FIN;Europe
26/07/2021;2021;07;26;360;0;Finland;FI;5525292;FIN;Europe
25/07/2021;2021;07;25;570;0;Finland;FI;5525292;FIN;Europe
24/07/2021;2021;07;24;412;0;Finland;FI;5525292;FIN;Europe
23/07/2021;2021;07;23;404;1;Finland;FI;5525292;FIN;Europe
22/07/2021;2021;07;22;453;0;Finland;FI;5525292;FIN;Europe
21/07/2021;2021;07;21;461;0;Finland;FI;5525292;FIN;Europe
20/07/2021;2021;07;20;156;0;Finland;FI;5525292;FIN;Europe
19/07/2021;2021;07;19;180;0;Finland;FI;5525292;FIN;Europe
18/07/2021;2021;07;18;384;1;Finland;FI;5525292;FIN;Europe
17/07/2021;2021;07;17;380;0;Finland;FI;5525292;FIN;Europe
16/07/2021;2021;07;16;324;0;Finland;FI;5525292;FIN;Europe
15/07/2021;2021;07;15;383;2;Finland;FI;5525292;FIN;Europe
14/07/2021;2021;07;14;290;0;Finland;FI;5525292;FIN;Europe
13/07/2021;2021;07;13;133;0;Finland;FI;5525292;FIN;Europe
12/07/2021;2021;07;12;138;0;Finland;FI;5525292;FIN;Europe
